data	label
@USER @USER It’s unwatchable. I am careful surfing around @USER to make sure I NEVER stop even by accident on that bloody awful channel!	OFF
@USER @USER Antifa = Democrats = Dixiecrats = KKK URL	NOT
@USER We appreciate your patience and compliance. Thank you for supporting our future.	NOT
@USER @USER fix this shit!	OFF
"@USER Antifa are so said SJW"" and to be honest. Antifa isn't really about the same ""Justice"" that a rider is."""	NOT
@USER @USER when robyn posts a selfie the world stops for a moment to appreciate it	OFF
@USER @USER @USER @USER By any chance did you sexually assault girls in high school? That would explain why you are so eager to overlook the possibility such a horrid crime &amp; insist on a double-standard which benefits you &amp; the alt-right &amp; back up your justifications wi obvious lies.  I bet I'm right...	OFF
#PATHETIC #LOSER Only Utah would allow this 2 happen. #WakeUpAMERICA Utah SLC judges liberals  @USER @USER  So sorry #ElizabethSmart ❤ URL	NOT
@USER He is definitely an adorable little guy.	NOT
@USER He’s not responsible for that. He is responsible for his decision not to medically evacuate.	NOT
@USER If you look it up it will tell you how they did the study he is right	NOT
@USER  But with an active membership in Antifa and a book that looks like the Imperial flag of Japan. URL	NOT
".@USER Maybe Kavanaugh should withdraw, spare country tinderbox"" hearing #TTT URL What are you afraid of @USER ?  He is going to be on the court and the GOP is going to expand their majorities.  You are pissing on a red ant hill"""	OFF
@USER @USER The fact that Newsweek no longer tries to give both sides of the story but instead only gives the side of #Antifa far left liberals and their gods in the #DeepStatePanic   Take a look at Newsweek’s circulation they don’t even have enough readers to put out a print edition anymore	OFF
@USER Ohh.. the liberals are fighting 🍿	NOT
@USER What a great day!	NOT
@USER @USER @USER And Republicans wanted moderates when obama was president and we go the way liberals Kagan and Sotomayer	NOT
@USER @USER @USER @USER @USER I know you are not being facetious.  You are incapable of understanding contradictions.	OFF
@USER had more substantial rape charges against him that were never investigated. #AnitaHill saying Judge Kavanaugh has burden — turning US Law of innocent until proven guilty on its head. #Conservatives and @USER must put an end to this side show now. @USER has come unglued	NOT
@USER Wow you liberals really don’t have a sense of humor.🙄	NOT
@USER Its called espionage. He is doing it in plan site to help his bosses in Moscow.	NOT
@USER @USER @USER I have never understood why there are not more officers visibly supporting tighter gun control. It makes their job so much more dangerous with all these random people w/ their guns.	NOT
@USER @USER You are funny 😂 URL	NOT
@USER @USER you are welcome	NOT
@USER @USER @USER @USER @USER @USER @USER Lie about what? Certainly not about you throwing gun control &amp; accountability out the window once an illegal is involved.  And “a” hollering? Are you seeing shit AND hearing voices?	OFF
@USER And I think Australia has  gun control and less firearm shootings.	NOT
@USER Bummer I can’t keep you company... by having a public dispute with you.	NOT
"@USER PHOOEY! It wasn't about stepping forward"" it was about @USER helping @USER wield a crude sharp axe on the UK's poor and vulnerable. He is a total hypocrite and fraud in a stupid affected style hat."""	OFF
@USER She is a trained psychologist of course she can pass a lie detector test.	NOT
"@USER We the people of #TrumpNation stand FIRMLY behind @USER Most complaining farmers -- whom Corey Booker suddenly discovered"" and thinks he can divide off the #MAGA nation -- UNDERSTAND that they must sacrifice a little for OTHER Americans who've been raped by #China."""	NOT
@USER What does a snot nose 18-year-old kid know? He’s just a loud mouth immature punk who the media has placed on a pedestal using to promote gun control. He is fed tag lines to spark controversy in order to bring attention to the gun control debate that he knows nothing about.	OFF
@USER @USER No.  No it’s not.  Well maybe in deep blue lib controlled CA with some of the strictest gun control laws in the nation which doesn’t apply the law to illegals.	NOT
@USER @USER @USER Means nothing!! Your always so dramatic and none of your promises ever come true not sure why I still follow you. I'm starting to realize you are full of crap.	OFF
@USER He was almost shot and that makes him an expert.	NOT
"2/2 More from Mark Judge,Kavanaugh's bro:liberals are trying to take our fun away... Brent Musburger can’t call a hot girl hot... Obama wants to outlaw guns because it’s all about the children.The children,the children...No one can belch because of the f*cking children"" URL"	NOT
"@USER @USER I can't help it if I like having air clean enough to breathe and I don't like the 1%ers doing everything they can to keep the rest of us poor. Remember when Nestlé's former CEA claimed WE don't have a right"" to water?  I ****ing hate clueless conservatives."""	NOT
@USER I'm 11th..... yet I still don't want to join antifa	NOT
@USER @USER I'm convinced that there's a hell of a lot more liberals of the type that a conservative could have a real conversation with and vice versa than either would admit.   The whack job commies scare the shit out of everybody. It's about time we started talking.	OFF
@USER  Hi Brit. I was notified by Twitter account @USER that he placed me on 2 of his TARGET lists....Terrorist (LOL)...and Antifa (not so funny).  He's got high profile people like you on his list and then he's got random citizens on his lists. I have notificed @USER	NOT
@USER Awh shit.	OFF
@USER @USER Ilegal Invader Kills 13-Year-Old Canadian Girl	NOT
@USER Answer: DiFi and Antifa Democrats have NO sense of decency remaining	NOT
"@USER @USER He is involved because he was there! Now he needs to man up and be at this hearing. Since when is it a choice to answer questions if you're a witness? If course his black out drunk"" phase might come into this."""	NOT
@USER Good for business.	NOT
16 shot—3 killed—Friday in Chicago's Strictest Gun Control city shootings URL Chicago´s weekend death and injury count.	NOT
@USER @USER @USER @USER Looks like Liberals are trying to hide this truth... URL	NOT
@USER And sadly Anna decent fair minded One Nation Conservatives like you seem to be an endangered species in your Party. How can Tory grass roots support a man with Boris Johnson’s record on morality and standards? Or a caricature like Mogg?	NOT
Of course Spooky Dude is connected to Kavanaugh hit job URL   #MAGA  #Teaparty  #TrumpTrain  #CCOT  #PJNET  #Trump2018  #Kavanaugh  #KavanaughConfirmationHearing  #ConfirmKavanaugh	NOT
@USER He is BAFOONICUS !	OFF
@USER @USER They thought she would win so they could implement the last part of their plan to use the guillotines from China and blades from Mexico. #MAGA  #LockThemAllUp  #confirmkavanaugh #WWG1WGA  #PatriotsUnited  #GodBlessAmerica  #GodBlessTheWorld  #GodBlessOurMilitary  #100thMonkey	OFF
@USER He’s got a lot of nerve - fast &amp; furious.	NOT
@USER @USER @USER Glad she is OK	NOT
@USER This is just more of the standard Trudeau “Liberals” emotional manipulation of Canadians.   They think Canadians are stupid.	OFF
"@USER @USER , @USER  asks, How deez taste?"""""	NOT
@USER @USER Liberals always play victim. URL	NOT
@USER Eric u got alot of balls ...	OFF
(I guess I just need to double down on my donations to protect the Constitution and Bill of Rights!) Fast Company: ‘Gun Control Groups’ Donations Hurt Because Everyone Agrees With Them’ - The Truth About Guns URL	NOT
@USER She is a murderer and your whole department should be ashamed of this cover up.  SHAME ON THE DALLAS PD! THERE IS NOTHING NOBLE OR RESPECTABLE ABOUT HOW YOUR DEPARTMENT IS HANDLING THIS SITUATION. YOU ARE AIDING A CRIMINAL AND SHOWING YOU DONT CARE ABOUT THE CITIZENS OF DALLAS	OFF
@USER @USER @USER You conservatives think you know everything	NOT
#deepstate @USER @USER @USER @USER @USER you are going down! #MAGA #RedWaveRising #redwave #WalkAwayFromDemocrats #WalkAway #WalkAwayMarch  make this viral URL	OFF
The beauty of #TheView is that no one pretends not to be a leftist.  @USER #maga	OFF
@USER He is tf thats the only Hail Mary that involed skill	NOT
@USER @USER She is so gorgeous @USER 😘😘 URL	NOT
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Proud to follow all.  Thanks for the follow-back!	NOT
"@USER If you love our cops so much, why do you make it your life's goal to take away tools they need to stop crime, and put their very lives at risk? Why do you support ANTIFA thugs who assault cops and screech All Cops are Bastards""?"""	OFF
"@USER 😂😂 yeah ok sure next time"" i just didnt wanna let people know who she is so that they dont go all over her and attack her but if ur sure then OkAy"""	NOT
@USER @USER @USER There’s definitely a feedback loop which is now even warping perceptions within the movement. Labour factions often hate each other more than the conservatives	NOT
@USER @USER Jeff I have a lot of respect for you.    Please vote no to Brett -  not because you don’t like him but because it’s the right thing to do.  He has lied - he is hiding documents -  he thinks trump is above the law.   THIS IS WRONG !!!	OFF
@USER how’re you going to communicate with customers	NOT
7-1=7  I aM nOt CrYiNg YoU aRe 😭😭 URL	NOT
@USER Antifa ate my homework.	NOT
@USER Fuck it. Just do it Haha	OFF
@USER @USER I didn’t watch and will not watch @USER Watching the September 11th stories and how we came together and stood shoulder to shoulder made me proud even with all of our issues yet the people playing a damn game cannot stand for this moment—protest on a Saturday.	NOT
